rank,ratio_dmax_over_d
2,1.5862068965517242
3,1.5862068965517242
4,2.0
5,2.0
6,2.7058823529411766
7,2.875
8,3.066666666666667
9,3.2857142857142856
10,3.5384615384615383
11,3.5384615384615383
12,3.5384615384615383
13,3.8333333333333335
14,3.8333333333333335
15,3.8333333333333335
16,3.8333333333333335
17,4.181818181818182
18,4.181818181818182
19,4.181818181818182
20,4.6
